r_BonnyLight,r_UpperZakhum,r_BasrahMedium,r_BasrahHeavy,calc_api,calc_sulphur,calc_density,calc_tan,calc_ni,calc_v,calc_yn,calc_yk,calc_ygo,calc_yvgo,calc_yres,calc_visc_50,calc_feedstock_cost,cargo_BonnyLight_api,cargo_UpperZakhum_api,cargo_BasrahMedium_api,cargo_BasrahHeavy_api,cargo_BonnyLight_sulphur,cargo_UpperZakhum_sulphur,cargo_BasrahMedium_sulphur,cargo_BasrahHeavy_sulphur,cargo_BonnyLight_tan,cargo_UpperZakhum_tan,cargo_BasrahMedium_tan,cargo_BasrahHeavy_tan,cargo_BonnyLight_ni,cargo_UpperZakhum_ni,cargo_BasrahMedium_ni,cargo_BasrahHeavy_ni,cargo_BonnyLight_v,cargo_UpperZakhum_v,cargo_BasrahMedium_v,cargo_BasrahHeavy_v,actual_api,actual_sulphur,actual_tan,theoretical_product_value,yield_correction,h2_cost,operating_cost,actual_grm,cdu_preheat_duty,blend_solubility_param,asphaltene_risk,c_api,c_sulphur,c_tan,c_metals_fcc,c_residue,c_visc_cdu,c_asphaltene,c_h2_demand,is_feasible
0.24776243843990148,0.35346103141895635,0.21249679773068722,0.18627973241045503,31.036477420788344,2.2004223668846334,861.3356790984199,0.13163638623137813,11.639354993420156,22.251087340824515,0.17578418203280557,0.1319450022524879,0.21632959975760022,0.25638124043098687,0.210629589471093,5.436062018104875,76.5825011109908,35.756719915045096,34.01967373440267,28.404074778980103,23.069512840055896,0.19347079848382293,2.056253329778475,3.3583731668022736,4.16225243406251,0.21993171187942667,0.08297553154177106,0.09341363131877849,0.17639865904751248,2.9003786237541593,9.298674133812666,14.087808124848062,21.945662608812,1.8364543441179653,6.8265089406746595,33.73423533886261,57.46359688903827,31.216958695183926,2.2637270327735095,0.13652902671136832,94.04890681608158,0.8923752602324755,1.1409184245178488,5.058575059562817,1.1449230995091675,766.7116956509667,8.795332999240035,0.22378008271781163,True,True,True,True,True,True,True,True,True
0.3426608997239465,0.177138416439269,0.24981762280339556,0.23038306103338888,30.46879322720402,2.207666309959368,862.452001596858,0.15766511460197669,11.788537854562225,24.222260759752093,0.17610702121785493,0.1327548943759093,0.21552554903151555,0.2552659992034335,0.2096655137562573,5.564184896595746,76.23798374033441,34.621970786264214,34.426713759042684,27.46697008025666,22.118816125998343,0.14822841316247637,1.8748669357600243,3.586397441180777,4.319039890587173,0.29395049322461464,0.006065176028016983,0.12202122940426421,0.11554411976382961,1.5538526234596195,10.038157647442786,16.305313377900806,20.264779028429437,1.2090107713868334,15.204727455510849,31.060334916095613,57.121093272473594,29.919422954926198,2.2738819553565306,0.15890217761659325,92.5203879576595,0.8875849469814521,1.1460365054996913,5.064488502333604,-0.328805108065124,767.8372965861867,8.84659028310826,0.6016599297651489,True,True,True,True,True,True,False,True,False
0.3334852573434466,0.1361470589906945,0.42424123100623856,0.10612645265962041,30.732820423479758,2.2371988639416447,861.7413072351402,0.15199275791738845,11.237135292117497,22.664802764472263,0.17791090455048705,0.13333458799380224,0.21639302350773412,0.2535895969364945,0.20519510930075352,5.488668090968505,76.78778293877758,34.481131337754675,33.55798429157515,26.93272034148268,22.569809525700645,0.253107574083469,1.7680317116981439,3.483846964722691,4.167457346099446,0.3155735737854167,0.010006742828033474,0.08565365381959884,0.17203648090443466,2.7357062839130357,8.382373113906292,16.22324874692082,22.628406839923194,-0.9901112841206166,10.661001607455123,38.433492846375565,61.59059349310646,29.888994078801474,2.245388951931899,0.1611969560537748,92.53137782326505,0.8953388974605799,1.131676031773677,5.061017185452677,-0.13353435521344625,766.0119377039002,8.792463549858216,0.07042784113008276,True,True,True,True,True,True,True,True,True
0.298147122005308,0.27068650901755864,0.11273919263203937,0.31842717634509393,30.30757652528272,2.2486863702939646,863.0336243000054,0.15036125939624362,12.423092408923594,25.53829165911257,0.1735411667862886,0.13182050170730475,0.21497832356800847,0.2570718967679259,0.21433657895525365,5.707575246347511,75.66435388022077,34.26172993283574,34.73074091102101,27.221280832692578,25.028642286238583,0.19019274372889958,1.9485235878886022,3.6105181253643233,4.100780061278062,0.24733182355570763,0.01631350344621331,0.11603778438304711,0.14238673146511485,-1.651530689872276,8.109092712112329,17.16233232523203,22.886543223193136,-0.8700877207636131,3.5531235361494797,32.825528486319854,57.07352431067826,30.654884301641815,2.296991181074951,0.13657892764675933,93.40473815777086,0.8814223463392795,1.157683555261775,5.070971256448536,0.4360147742973508,767.9790958512536,8.892154708226254,0.7847886960268258,True,True,True,True,True,True,False,True,False
0.2617811324503784,0.12078866393145778,0.5415397835688843,0.07589042004927941,30.300922081605087,2.489083683792142,862.9228999154905,0.13976085766188306,11.921646827337439,24.812484845915876,0.1749183202272017,0.13285578942787554,0.21622983520146563,0.25327754166709293,0.20634115281564686,5.925207411173642,76.07429759046609,35.219364999968796,33.78552411923354,27.720633550621287,24.010035847358903,0.20946362375548844,1.711475104742651,3.6124811247749276,4.089472871781406,0.2957466531758386,0.06188873572530774,0.042470655011016566,0.134034939961056,4.8782861666754105,8.21480878585552,15.079472610808123,25.683896228633067,0.7699690567187795,7.601375922542854,30.900467858361814,56.95939220118214,30.134631171711444,2.5282144763646066,0.11806786870506646,92.67405351180426,0.8762736801412868,1.2742200960877617,5.080550400809065,-1.221234162963647,766.9120746660979,8.84504707647028,0.002105082679798512,True,True,True,True,True,True,True,True,True
0.09246329731073205,0.2049198404943251,0.3765337070556982,0.3260831551392447,28.52017298467296,3.0633079897444517,867.7992071515262,0.12105721314245743,15.160668195198205,34.390928006145465,0.16230079967647112,0.12999683405960605,0.2135521672927721,0.2570413468358649,0.2213485778554985,7.591192786400993,72.78029220966883,34.112144001246925,33.814369561604096,29.06616944878794,21.904866721593038,0.24878373553306793,1.6720673378406208,3.389137507723094,4.141772801068072,0.2645120012418887,0.05685165167740317,0.06651483581766834,0.20276151120874317,1.393346327617838,9.53853582157561,16.15155636007631,22.702553910135418,-0.773129096781545,10.281743505349143,33.89585329545585,59.44560839496268,28.170557115616777,2.99232998901741,0.12726987422703395,92.12490260737853,0.8279214073895026,1.5081343144647743,5.145221275173528,-3.161468776985437,771.0213008463372,9.122089336721219,0.15975381820936052,True,True,True,False,True,True,True,True,False
0.453444981794384,0.058478955619876795,0.2191931857633354,0.26888287682240375,30.361438479354852,2.0586432215896386,862.4385255037831,0.18312987210284767,11.416716096600979,24.13242491031405,0.17836479128355054,0.13367811149641756,0.21513967379566967,0.2545186533264167,0.2078592348674137,5.39009188555932,76.48983831447572,34.782661935548006,32.46177209901217,26.752939217280712,24.266491317846686,0.21606200331295833,1.7652952476579022,3.485359929222891,4.1750505521748105,0.21860615118466925,0.04166072490120405,0.11685693610289738,0.19624039230149282,4.701921927556658,8.971406483515713,13.276261102346986,21.73005480387152,2.599096610378134,9.45240939672977,34.78064819765516,53.964358738804776,30.059260009542598,2.0877716033684353,0.1799420632603812,92.82494313579662,0.8970003014517842,1.0522368880976913,5.056424594361841,0.6655021781190475,766.3235487871389,8.84503015678881,0.8092042986377932,True,True,True,True,True,True,False,True,False
0.21377868087396867,0.6086326962507145,0.0670513438412158,0.11053727903410088,32.604105774831204,1.8327674348066691,857.6752324571615,0.109908450775255,10.16389689046421,15.557670430806509,0.18056387051764491,0.1317626890364445,0.2181172213743165,0.2576574142776329,0.2082527707018615,4.697764154267339,78.37848395737765,33.8134004233141,33.45663346509642,27.2259266899276,26.07118441916593,0.2984115128275156,1.9848013789543313,3.457007468362871,4.119692166074556,0.2614054084989487,0.06972222491820383,0.11894408399526217,0.14915874730017903,2.6578654159437125,7.254234757442902,16.073461979658344,24.37044781546598,2.728091724381283,8.841946624778052,30.75569582155982,57.49558894903523,32.29875793046582,1.958985593283815,0.12278109188733294,92.50047569321006,0.9273866762907302,0.9873287390150426,5.0220221532754845,1.3958738587693773,765.8852070831042,8.619795664786869,0.07163923347879045,True,True,True,True,True,True,True,True,True
0.22866647985221938,0.13150393831693785,0.3413087067408693,0.2985208750899734,29.138293925511533,2.71200463342788,865.9509691113989,0.1450689875533238,13.800971026897141,30.818605387762787,0.16817856092045202,0.1314338900049032,0.214114164215036,0.25587842817282075,0.21606197889660406,6.701275423826095,74.10796854383355,35.61276775681239,34.820678252070955,29.005293415809096,23.30598023894492,0.15877061033511827,1.9763734898166434,3.679958080468481,4.053890041573081,0.24295009358963493,-0.01746780976338961,0.15605529371217355,0.157413132199277,3.2139652858048953,7.826312015590684,16.146703272584542,24.071267193220688,0.22044133494807217,6.555378692282588,33.64726211971135,61.85556262346157,29.579583365907904,2.7623789500996327,0.15351159335500258,92.19366248728045,0.8506579520738137,1.3922389908502146,5.112415786380262,-2.1873511954496565,767.1460760235077,9.02426241770582,0.5725865569321729,True,True,True,False,True,True,False,True,False
0.22650368820235436,0.0812630800738324,0.20230513385972368,0.4899280978640895,27.976097826988212,2.9167647997164012,868.8648023990329,0.15675510408196336,15.427691435320426,36.50139004923883,0.16257663812630385,0.1305076296244269,0.2121294809606041,0.2575863063406909,0.22369655163407648,7.551854681074055,72.34470894024581,35.06947395917619,35.29754932999046,27.843162681554453,23.033660429650936,0.1764410094932056,1.7455001561446721,3.5136475163689016,4.213997904219339,0.2732837090715483,0.043185737573749036,0.12115058096920472,0.13866042276860263,6.059997273572526,9.59990775910366,13.806276784819625,20.893572250119924,-0.19504842076355544,10.894029354300429,34.93833264412432,62.495046679932265,27.72940496719906,2.957194167110366,0.15785219575703818,91.47722967632525,0.8278223079806969,1.4904258602236242,5.143844454356278,-3.2520878564898448,770.8842748344931,9.190338501078443,0.7642019132436002,True,True,True,False,True,True,False,True,False
