r_BonnyLight,r_UpperZakhum,r_BasrahMedium,r_BasrahHeavy,calc_api,calc_sulphur,calc_density,calc_tan,calc_ni,calc_v,calc_yn,calc_yk,calc_ygo,calc_yvgo,calc_yres,calc_visc_50,calc_feedstock_cost,cargo_BonnyLight_api,cargo_UpperZakhum_api,cargo_BasrahMedium_api,cargo_BasrahHeavy_api,cargo_BonnyLight_sulphur,cargo_UpperZakhum_sulphur,cargo_BasrahMedium_sulphur,cargo_BasrahHeavy_sulphur,cargo_BonnyLight_tan,cargo_UpperZakhum_tan,cargo_BasrahMedium_tan,cargo_BasrahHeavy_tan,cargo_BonnyLight_ni,cargo_UpperZakhum_ni,cargo_BasrahMedium_ni,cargo_BasrahHeavy_ni,cargo_BonnyLight_v,cargo_UpperZakhum_v,cargo_BasrahMedium_v,cargo_BasrahHeavy_v,actual_api,actual_sulphur,actual_tan,theoretical_product_value,yield_correction,h2_cost,operating_cost,actual_grm,cdu_preheat_duty,blend_solubility_param,asphaltene_risk,c_api,c_sulphur,c_tan,c_metals_fcc,c_residue,c_visc_cdu,c_asphaltene,c_h2_demand,is_feasible,sulphur_metals_interaction,api_sulphur_ratio,light_heavy_contrast,heavy_sour_fraction,vgo_to_residue_ratio
0.2477624384399014,0.3534610314189563,0.2124967977306872,0.186279732410455,31.036477420788344,2.200422366884633,861.3356790984199,0.1316363862313781,11.639354993420156,22.251087340824515,0.1757841820328055,0.1319450022524879,0.2163295997576002,0.2563812404309868,0.210629589471093,5.436062018104875,76.5825011109908,35.756719915045096,34.01967373440267,28.404074778980103,23.069512840055896,0.1934707984838229,2.056253329778475,3.3583731668022736,4.16225243406251,0.2199317118794266,0.082975531541771,0.0934136313187784,0.1763986590475124,2.90037862375416,9.298674133812666,14.087808124848062,21.945662608812,1.8364543441179653,6.82650894067466,33.73423533886261,57.46359688903827,31.216958695183926,2.263727032773509,0.1365290267113683,94.04890681608158,0.8923752602324755,1.1409184245178488,5.058575059562817,1.1449230995091677,766.7116956509667,8.795332999240035,0.2237800827178116,True,True,True,True,True,True,True,True,True,12.809868439058915,14.04097148389388,1.2622925219899277,0.3987765301411422,1.2114621640184513
0.3426608997239465,0.177138416439269,0.2498176228033955,0.2303830610333888,30.46879322720402,2.207666309959368,862.452001596858,0.1576651146019766,11.788537854562223,24.222260759752093,0.1761070212178549,0.1327548943759093,0.2155255490315155,0.2552659992034335,0.2096655137562573,5.564184896595746,76.23798374033441,34.621970786264214,34.426713759042684,27.46697008025666,22.118816125998343,0.1482284131624763,1.8748669357600245,3.586397441180777,4.319039890587173,0.2939504932246146,0.0060651760280169,0.1220212294042642,0.1155441197638296,1.5538526234596195,10.038157647442786,16.305313377900806,20.26477902842944,1.2090107713868334,15.204727455510849,31.060334916095613,57.1210932724736,29.9194229549262,2.2738819553565306,0.1589021776165932,92.5203879576595,0.8875849469814521,1.1460365054996913,5.064488502333604,-0.328805108065124,767.8372965861867,8.84659028310826,0.6016599297651489,True,True,True,True,True,True,False,True,False,13.24798435555064,13.739124362565741,1.4254785601401068,0.48020068383678427,1.2117123237303071
0.3334852573434466,0.1361470589906945,0.4242412310062385,0.1061264526596204,30.73282042347976,2.2371988639416447,861.7413072351402,0.1519927579173884,11.237135292117497,22.664802764472263,0.177910904550487,0.1333345879938022,0.2163930235077341,0.2535895969364945,0.2051951093007535,5.488668090968505,76.78778293877758,34.481131337754675,33.55798429157515,26.93272034148268,22.569809525700645,0.253107574083469,1.768031711698144,3.483846964722691,4.167457346099446,0.3155735737854167,0.0100067428280334,0.0856536538195988,0.1720364809044346,2.735706283913036,8.382373113906292,16.22324874692082,22.628406839923198,-0.9901112841206166,10.661001607455123,38.433492846375565,61.59059349310646,29.888994078801478,2.245388951931899,0.1611969560537748,92.53137782326505,0.8953388974605799,1.131676031773677,5.061017185452677,-0.1335343552134462,766.0119377039002,8.792463549858216,0.0704278411300827,True,True,True,True,True,True,True,True,True,13.026173342289143,13.67605729809493,2.8717423955154224,0.5303676836658588,1.229852627428772
0.298147122005308,0.2706865090175586,0.1127391926320393,0.3184271763450939,30.30757652528272,2.248686370293965,863.0336243000054,0.1503612593962436,12.423092408923594,25.53829165911257,0.1735411667862886,0.1318205017073047,0.2149783235680084,0.2570718967679259,0.2143365789552536,5.707575246347511,75.66435388022077,34.26172993283574,34.73074091102101,27.221280832692575,25.028642286238583,0.1901927437288995,1.9485235878886025,3.6105181253643233,4.100780061278062,0.2473318235557076,0.0163135034462133,0.1160377843830471,0.1423867314651148,-1.651530689872276,8.109092712112329,17.16233232523203,22.886543223193136,-0.8700877207636131,3.55312353614948,32.825528486319854,57.07352431067826,30.65488430164181,2.296991181074951,0.1365789276467593,93.40473815777086,0.8814223463392795,1.157683555261775,5.070971256448536,0.4360147742973508,767.9790958512536,8.892154708226254,0.7847886960268258,True,True,True,True,True,True,False,True,False,13.854788700784932,13.41823146581357,0.9078028356947867,0.4311663689771332,1.1938143441079967
0.2617811324503784,0.1207886639314577,0.5415397835688843,0.0758904200492794,30.300922081605087,2.489083683792142,862.9228999154905,0.139760857661883,11.92164682733744,24.81248484591588,0.1749183202272017,0.1328557894278755,0.2162298352014656,0.2532775416670929,0.2063411528156468,5.925207411173642,76.07429759046609,35.2193649999688,33.78552411923354,27.720633550621287,24.010035847358903,0.2094636237554884,1.711475104742651,3.612481124774928,4.089472871781406,0.2957466531758386,0.0618887357253077,0.0424706550110165,0.134034939961056,4.8782861666754105,8.21480878585552,15.079472610808123,25.683896228633067,0.7699690567187795,7.601375922542854,30.90046785836181,56.95939220118214,30.134631171711444,2.5282144763646066,0.1180678687050664,92.67405351180426,0.8762736801412868,1.2742200960877617,5.080550400809065,-1.221234162963647,766.9120746660979,8.84504707647028,0.0021050826797985,True,True,True,True,True,True,True,True,True,15.086009857846793,12.12481289767219,3.0478501828280984,0.6174302036181637,1.2215497899362482
0.092463297310732,0.2049198404943251,0.3765337070556982,0.3260831551392447,28.52017298467296,3.063307989744452,867.7992071515262,0.1210572131424574,15.160668195198204,34.390928006145465,0.1623007996764711,0.129996834059606,0.2135521672927721,0.2570413468358649,0.2213485778554985,7.591192786400993,72.78029220966883,34.112144001246925,33.814369561604096,29.06616944878794,21.90486672159304,0.2487837355330679,1.6720673378406208,3.389137507723094,4.141772801068072,0.2645120012418887,0.0568516516774031,0.0665148358176683,0.2027615112087431,1.393346327617838,9.53853582157561,16.15155636007631,22.702553910135418,-0.773129096781545,10.281743505349144,33.89585329545585,59.44560839496268,28.170557115616777,2.99232998901741,0.1272698742270339,92.12490260737852,0.8279214073895026,1.5081343144647743,5.145221275173528,-3.161468776985437,771.0213008463372,9.12208933672122,0.1597538182093605,True,True,True,False,True,True,True,True,False,21.563511666630184,9.279959275101627,0.27512029656000747,0.7026168621949429,1.156028742414142
0.453444981794384,0.0584789556198767,0.2191931857633354,0.2688828768224037,30.36143847935485,2.058643221589638,862.4385255037831,0.1831298721028476,11.41671609660098,24.13242491031405,0.1783647912835505,0.1336781114964175,0.2151396737956696,0.2545186533264167,0.2078592348674137,5.39009188555932,76.48983831447572,34.782661935548006,32.46177209901217,26.752939217280712,24.26649131784669,0.2160620033129583,1.7652952476579022,3.485359929222891,4.1750505521748105,0.2186061511846692,0.041660724901204,0.1168569361028973,0.1962403923014928,4.701921927556658,8.971406483515713,13.276261102346986,21.73005480387152,2.599096610378134,9.45240939672977,34.78064819765516,53.964358738804776,30.0592600095426,2.0877716033684357,0.1799420632603812,92.82494313579662,0.8970003014517842,1.0522368880976911,5.056424594361841,0.6655021781190475,766.3235487871389,8.84503015678881,0.8092042986377932,True,True,True,True,True,True,False,True,False,12.274269147796709,14.67698158990595,1.625933391683792,0.4880760625857391,1.2186133569242852
0.2137786808739686,0.6086326962507145,0.0670513438412158,0.1105372790341008,32.604105774831204,1.8327674348066687,857.6752324571615,0.109908450775255,10.16389689046421,15.557670430806509,0.1805638705176449,0.1317626890364445,0.2181172213743165,0.2576574142776329,0.2082527707018615,4.697764154267339,78.37848395737765,33.8134004233141,33.45663346509642,27.2259266899276,26.07118441916593,0.2984115128275156,1.9848013789543315,3.457007468362871,4.119692166074556,0.2614054084989487,0.0697222249182038,0.1189440839952621,0.149158747300179,2.6578654159437125,7.254234757442902,16.073461979658344,24.37044781546598,2.728091724381283,8.841946624778052,30.75569582155982,57.49558894903523,32.29875793046582,1.958985593283815,0.1227810918873329,92.50047569321006,0.9273866762907302,0.9873287390150426,5.0220221532754845,1.3958738587693773,765.8852070831042,8.619795664786869,0.0716392334787904,True,True,True,True,True,True,True,True,True,9.295142962857932,17.69301169480012,1.7735482548389796,0.1775886228753166,1.2313213985813225
0.2286664798522193,0.1315039383169378,0.3413087067408693,0.2985208750899734,29.138293925511533,2.71200463342788,865.9509691113989,0.1450689875533238,13.80097102689714,30.818605387762787,0.168178560920452,0.1314338900049032,0.214114164215036,0.2558784281728207,0.216061978896604,6.701275423826095,74.10796854383355,35.61276775681239,34.820678252070955,29.005293415809096,23.30598023894492,0.1587706103351182,1.9763734898166436,3.679958080468481,4.053890041573081,0.2429500935896349,-0.0174678097633896,0.1560552937121735,0.157413132199277,3.2139652858048957,7.826312015590684,16.146703272584542,24.071267193220688,0.2204413349480721,6.555378692282588,33.64726211971135,61.85556262346157,29.579583365907904,2.7623789500996327,0.1535115933550025,92.19366248728043,0.8506579520738137,1.3922389908502146,5.112415786380262,-2.1873511954496565,767.1460760235077,9.02426241770582,0.5725865569321729,True,True,True,False,True,True,False,True,False,18.11561777033516,10.70471870902624,0.7411702037521244,0.6398295818308427,1.17882657051932
0.2265036882023543,0.0812630800738324,0.2023051338597236,0.4899280978640895,27.97609782698821,2.916764799716401,868.8648023990329,0.1567551040819633,15.427691435320426,36.50139004923883,0.1625766381263038,0.1305076296244269,0.2121294809606041,0.2575863063406909,0.2236965516340764,7.551854681074055,72.34470894024581,35.06947395917619,35.29754932999046,27.843162681554453,23.033660429650936,0.1764410094932056,1.745500156144672,3.5136475163689016,4.213997904219339,0.2732837090715483,0.043185737573749,0.1211505809692047,0.1386604227686026,6.059997273572526,9.59990775910366,13.806276784819625,20.893572250119924,-0.1950484207635554,10.894029354300429,34.93833264412432,62.495046679932265,27.72940496719906,2.957194167110366,0.1578521957570381,91.47722967632524,0.8278223079806969,1.4904258602236242,5.143844454356278,-3.2520878564898448,770.8842748344931,9.190338501078443,0.7642019132436002,True,True,True,False,True,True,False,True,False,21.01874254489429,9.558710638346838,0.4530725301699918,0.6922332317238131,1.1463740963865625
